source,target,weight
rajasthan,nagaur,1
rajasthanpolice,constable,1
rajasthanpolice,coronawarrior,1
rameshbidhuri,kejriwal,1
ramzan,covid_19,1
ramzan2020,lockdown,1
rashamidesai,ankittiwari,1
rashamidesai,covid19,1
redzones,loeycon,1
redzones,mayday,1
redzones,noto12hrs,1
redzones,order66,1
relief,ramadan,1
restrictions,lockdown,1
ri,asansol,1
ri,indiafightscorona,1
rpfightscorona,constable,1
rpfightscorona,coronawarrior,1
rpfightscorona,episode50,1
rpfightscorona,rajasthanpolice,1
ruffryders,covid_19,1
ruffryders,flattenthecurve,1
ruffryders,staysafe,1
russia,covid_19,1
russia,romania,1
russia,wheat,1
safehands,innovation,1
saintmsg,derasachasauda,1
saintmsg,servingthenation,1
sakinaka,andheri,1
sakinaka,mumbai,1
sanitary_pads,versova_vidhansabha,1
sanitary_pads,ward_61,1
savebengalfromcorona,cm,1
savebengalfromcorona,covid_19,1
savebengalfromcorona,wb,1
schools,backtoschool,1
schools,covid,1
schools,learning,1
schools,students,1
schools,sundaythoughts,1
schools,teachers,1
sdgs,csr,1
sdgs,doctors,1
sdgs,donate,1
sdgs,donation,1
sdgs,india,1
sdgs,karnataka,1
selfdiscipline,coronavirus,1
selfdiscipline,lockdownindia,1
series27,valentisadvisors,1
shahrukhkhan,covid_19,1
shahrukhkhan,mannat,1
shahrukhkhan,prashantsawant,1
sindh,coronaviruspakistan,2
sindh,sindhhealth,2
sindhhealth,coronaviruspakistan,2
singapore,covid__19,1
singer,covid_19,1
singer,entertainment,1
singer,india,1
singer,lockdown,1
singer,love,1
singer,people,1
singer,perform,1
singer,song,1
singer,stayhome,1
skmchfightingon2fronts,covidcampatskmch,1
skmchfightingon2fronts,skmch,1
socialdistance,washyourhands,1
socialdistancing,coronavirus,1
socialdistancing,lockdownindia,1
socialdistancing,mobility,1
socialdistancing,selfdiscipline,1
soneribank,pledgeforkindness,1
song,aaj_tak,1
song,covid_19,1
song,entertainment,1
song,lockdown,1
song,love,1
song,people,1
song,perform,1
song,pmmodi,1
song,pmonabp,1
song,stayhome,1
song,zeenews,1
soniagandhi,bjp,1
soniagandhi,coronavirus,1
soniagandhi,modi,1
soorvanshi,ajaydevgn,1
soorvanshi,laxxmibomb,1
soorvanshi,singham,1
souqwaqif,covid_19,1
souqwaqif,ramadankareem,1
souqwaqif,staystrongqatar,1
spain,coronaviruspandemic,1
srilanka,coronavirus,1
srilanka,coronavirusoutbreak,1
srilanka,covid,1
srilanka,covid19,2
srilanka,covid_19,1
srilanka,lka,2
srilanka,slnavy,1
stanley,rggh,1
startup,covid19,1
startup,drones,1
startup,inthistogether,1
startups,covid_19,1
stateattackedarifofptm,pakistan,1
stateattackedarifofptm,stateattackedarifwazir,1
stateattackedarifofptm,statekilledarifwazir,1
stateattackedarifwazir,pakistan,1
stateattackedarifwazir,statekilledarifwazir,1
statekilledarifwazir,pakistan,1
stayathome,apdeservesbetter,1
stayathome,apinunsafehands,1
stayathome,cautionyespanicno,1
stayathome,covid19india,1
stayhome,avoidrumours,1
stayhome,corona,1
stayhome,covid19,1
stayhome,covid2019,1
stayhome,covid_19,2
stayhome,helpothers,1
stayhome,lockdown,1
stayhome,lockdownextension,1
stayhome,ramadankareem,1
stayhome,souqwaqif,1
stayhome,stayathomesavelives,1
stayhome,staysafe,2
stayhome,staystrongqatar,1
stayhomesavelives,apdeservesbetter,1
stayhomesavelives,apinunsafehands,1
stayhomesavelives,chinesevirus,1
stayhomesavelives,stayathome,1
stayhomesavelives,wuhanvirus,1
stayhomestaysafe,covid_19,1
stayhomestaysafe,photography,1
stayhomestaysafe,photooftheday,1
stayhomestaysafe,photosofmylife,1
stayhomestaysafe,quarantinelife,1
stayhomestaysafe,teamsareaamibdsouth,1
staysafe,avoidrumours,1
staysafe,covid19,1
staysafe,covid_19,1
staysafe,helpothers,1
staysafe,lockdownextension,1
staysafestaypositive,fightcovid19,1
staysafestaypositive,myurvija,1
staysafestaypositive,urvija,1
staystrongqatar,covid_19,1
staystrongqatar,ramadankareem,1
students,backtoschool,1
students,covid,1
students,sundaythoughts,1
students,teachers,1
sundaythoughts,backtoschool,1
sundaythoughts,covid,1
sundaythoughts,teachers,1
sundayvibes,covid,1
sundayvibes,covid__19,1
surat,coronavirus,1
surat,coronavirusoutbreak,1
surat,covid19,1
surat,gujarat,1
tablighijamaat,covid19,1
tablighijamat,covid__19,1
tablighijamat,delhi,1
taiz,yemen,1
talkshow,government,1
talkshow,trade,1
talkshow,wildlife,1
tamilnadu,chennaicorporation,1
tamilnadu,coronavirua,1
tamilnadu,covid_19,1
tamilnadulockdown,herdimmunity,1
tamilnadulockdown,virudhunagar,1
teachers,covid,1
teamspeedeyp,repost,1
tech,ai,1
tech,ranzware,1
tech,technews,1
technews,ranzware,1
telangana,covid_19,1
telangana,kerala,1
telangana,telugu,1
temenos,fcm,1
temenos,saas,1
temple,covid,1
temple,himachal,1
terimittitribute,covid_19,1
terimittitribute,fightagainstcorona,1
testing,ai,1
testing,covid,1
testing,covid_19,2
testing,covid_19india,1
testing,economy,1
testing,fintech,1
testing,health,1
testing,usa,1
thailand,coronavirus,3
thailand,covid19,4
thailand,italy,1
thailand,malaysia,1
thailand,publichealth,1
thalaivar,nadigar_sangam,1
themorning,covid19sl,1
togetherathome,socialdistance,1
togetherathome,washyourhands,1
torkham,trade,1
travelhistory,odisha,1
trickbot,attack,1
trickbot,covid_19,1
trickbot,docusign,1
trickbot,exploits,1
tripura,coronavirusindia,1
tripura,coronavirusoutbreak,1
trump,covidー19,1
trump,disinfectant,1
trump,kimjongun,1
uae,abudhabi,1
uae,arabs,1
uae,business,1
uae,coronavirus,1
uae,medical,1
uae,muslims,1
uae,nepal,1
uk,covid19,1
uk,italy,1
uk,malaysia,1
uk,publichealth,1
uk,thailand,1
umatemuslima,ramadan2020,1
unitedagainstcovid19,covid_19,1
unitedagainstcovid19,medtwitter,1
unity,covid_19,1
unity,fedgovt,1
unwra,healthcare,1
update,chennai,1
update,chennaicorporation,1
update,covid19chennai,1
update,covid19sl,1
update,covid_19,2
update,gcc,1
update,maharashtra,1
update,srilanka,1
uppscje2013,covid_19,1
usa,ai,1
usa,covid_19,1
usa,economy,1
usa,fintech,1
usa,health,1
uspresident,coronavirus,1
uspresident,covid_19,1
uspresident,donaldtrump,1
uttarpradesh,coronavirus,1
uttarpradesh,covid19,2
vaccine,humans,1
vijaysankalp,vijaysankalp,1
virudhunagar,herdimmunity,1
vizag,andhrafightscorona,1
vizag,covid_19,1
wankhede,cricket,1
ward_61,versova_vidhansabha,1
wastepickers,pandemic,1
watch,cautionyespanicno,1
watch,covid19india,1
watch,stayathome,1
wb,cm,1
wb,covid_19,1
webinar,lockdownextension,1
wedemandstipendincrement,covid_19,3
wedemandstipendincrement_rajashthan,covid_19,3
wedemandstipendincrement_rajashthan,wedemandstipendincrement,3
wednesdaymorning,covid_19,1
wednesdaymorning,lockdownextension,1
wednesdaymorning,wednesdayvibes,1
wednesdaymorning,رمضان_مبارك,1
wednesdayvibes,covid_19,1
wednesdayvibes,lockdownextension,1
wednesdayvibes,رمضان_مبارك,1
westbengal,coronavirus,1
westbengal,odisha,1
wheat,romania,1
who,emergency,1
who,pandemic,1
wildlife,trade,1
yoga,covid_19,1
yoga,happiness,1
yoga,immunity,1
yoga,india,1
yogi,covid__19,1
zeenews,aaj_tak,1
zeenews,pmmodi,1
zeenews,pmonabp,1
कोविडयोद्धा,aai,1
ट्रम्प_आया_corona_लाया,modikimkb,1
ट्रम्प_आया_corona_लाया,नमस्ते_ट्रम्प,1
नमस्ते_ट्रम्प,modikimkb,1
साथी_मजबूत_तो_में_मजबूत,30minutesrahulscam,1
साथी_मजबूत_तो_में_मजबूत,rahulgandhi,1
덕분에챌린지,thankyouchallenge,1
